swap_idx,from,to,read_toml,disconnect,retune_radio,park_selectors,load_plugins,build_read_toml,build_create_blocks,build_connect,build_bridge_ports,start_runtime,reconnect,terminate_spawn,unpark_selectors,build_and_start,total,t_ms
111,H,Z,0.1362,0.0021,0.0006,0.0002,0.0015,0.0962,0.0381,0.1001,0.0474,0.0527,0.0007,0.0438,0.0001,0.3396,0.5261,5931.387
112,Z,H,0.1931,0.0024,0.0005,0.0002,0.0024,0.1532,0.4278,0.2337,0.0347,0.0863,0.0007,0.0338,0.0001,0.9432,1.1778,5982.590
113,H,Z,0.1370,0.0025,0.0007,0.0002,0.0018,0.1033,0.0403,0.1058,0.0435,0.0500,0.0036,0.0529,0.0002,0.3483,0.5486,6033.168
114,Z,H,0.2794,0.0035,0.0010,0.0003,0.0037,0.2276,0.8182,0.5554,0.0433,0.1180,0.0006,0.0453,0.0001,1.7696,2.1053,6085.304
115,H,Z,0.1914,0.0038,0.0009,0.0003,0.0026,0.1407,0.0458,0.1927,0.1032,0.0558,0.0008,0.0437,0.0002,0.5440,0.7892,6136.125
116,Z,H,0.2047,0.0030,0.0008,0.0002,0.0028,0.1515,0.4378,0.2285,0.0394,0.1091,0.0015,0.0628,0.0002,0.9744,1.2521,6187.421
117,H,Z,0.1786,0.0026,0.0009,0.0002,0.0020,0.1206,0.0418,0.1280,0.0651,0.0495,0.0024,0.0630,0.0003,0.4115,0.6632,6238.125
118,Z,H,0.1962,0.0025,0.0006,0.0002,0.0020,0.1456,0.4645,0.2308,0.0383,0.1106,0.0006,0.0552,0.0005,0.9973,1.2564,6289.418
119,H,Z,0.1732,0.0024,0.0009,0.0002,0.0017,0.1248,0.0399,0.2102,0.0515,0.0491,0.0197,0.0520,0.0002,0.4807,0.7323,6340.178
120,Z,H,0.2323,0.0021,0.0008,0.0002,0.0024,0.1592,0.4140,0.2427,0.0365,0.0955,0.0060,0.0519,0.0003,0.9555,1.2527,6391.466
121,H,Z,0.1824,0.0030,0.0008,0.0002,0.0019,0.1332,0.0438,0.0967,0.0464,0.0573,0.0241,0.0466,0.0002,0.3826,0.6434,6442.138
122,Z,H,0.2095,0.0026,0.0009,0.0002,0.0022,0.1539,0.3761,0.2499,0.0374,0.0958,0.0066,0.0507,0.0002,0.9216,1.1964,6493.363
123,H,Z,0.1341,0.0020,0.0006,0.0001,0.0015,0.0902,0.0347,0.1220,0.0513,0.0631,0.0076,0.0583,0.0003,0.3669,0.5728,6543.988
124,Z,H,0.2910,0.0047,0.0009,0.0004,0.0043,0.2370,0.7277,0.5302,0.1023,0.1252,0.0017,0.0606,0.0003,1.7330,2.0989,6596.152
125,H,Z,0.2038,0.0035,0.0016,0.0003,0.0028,0.1117,0.0423,0.1056,0.0453,0.0479,0.0004,0.0555,0.0001,0.3572,0.6268,6646.818
126,Z,H,0.2923,0.0037,0.0007,0.0004,0.0038,0.2300,0.8149,0.5180,0.0908,0.1039,0.0010,0.0568,0.0002,1.7669,2.1278,6698.998
127,H,Z,0.1290,0.0022,0.0006,0.0001,0.0016,0.0930,0.0354,0.0900,0.0468,0.0632,0.0013,0.0556,0.0002,0.3342,0.5263,6749.564
128,Z,H,0.2000,0.0022,0.0005,0.0001,0.0020,0.1535,0.3667,0.2605,0.0352,0.0894,0.0008,0.0530,0.0002,0.9142,1.1743,6800.780
129,H,Z,0.2165,0.0044,0.0011,0.0003,0.0029,0.1491,0.0534,0.1992,0.1120,0.0667,0.0014,0.0601,0.0002,0.5879,0.8770,6851.710
130,Z,H,0.2088,0.0024,0.0012,0.0001,0.0025,0.1544,0.3768,0.2549,0.0377,0.0965,0.0008,0.0492,0.0004,0.9284,1.1949,6902.956
131,H,Z,0.1350,0.0022,0.0007,0.0001,0.0017,0.0899,0.0364,0.0948,0.0456,0.0624,0.0064,0.0501,0.0001,0.3333,0.5308,6953.520
132,Z,H,0.2053,0.0028,0.0008,0.0002,0.0023,0.2191,0.4487,0.2304,0.0431,0.1029,0.0014,0.0669,0.0002,1.0533,1.3347,7004.894
133,H,Z,0.1350,0.0021,0.0005,0.0001,0.0015,0.0972,0.0367,0.0995,0.0402,0.0525,0.0012,0.0560,0.0002,0.3321,0.5299,7055.475
134,Z,H,0.1997,0.0026,0.0007,0.0001,0.0022,0.1501,0.3725,0.2450,0.0344,0.1034,0.0005,0.0500,0.0001,0.9120,1.1691,7106.734
135,H,Z,0.1440,0.0026,0.0009,0.0002,0.0014,0.0936,0.0366,0.0979,0.0431,0.0599,0.0008,0.0497,0.0002,0.3363,0.5375,7157.298
136,Z,H,0.2135,0.0029,0.0007,0.0003,0.0023,0.1443,0.3769,0.2530,0.0365,0.1060,0.0076,0.0500,0.0003,0.9241,1.2031,7208.558
137,H,Z,0.1412,0.0027,0.0007,0.0002,0.0017,0.1088,0.0407,0.1102,0.0455,0.0443,0.0008,0.0426,0.0002,0.3544,0.5457,7259.161
138,Z,H,0.2113,0.0029,0.0008,0.0002,0.0028,0.1625,0.4158,0.2653,0.0364,0.0977,0.0010,0.0477,0.0002,0.9849,1.2533,7310.450
139,H,Z,0.1406,0.0028,0.0007,0.0004,0.0015,0.0969,0.0376,0.1054,0.0442,0.0827,0.0190,0.0593,0.0002,0.3726,0.5986,7361.084
