swap_idx,from,to,read_toml,disconnect,retune_radio,park_selectors,load_plugins,build_read_toml,build_create_blocks,build_connect,build_bridge_ports,start_runtime,reconnect,terminate_spawn,unpark_selectors,build_and_start,total,t_ms
89,H,Z,0.1317,0.0021,0.0008,0.0003,0.0014,0.1185,0.0373,0.0987,0.0459,0.0419,0.0145,0.0344,0.0002,0.3517,0.5382,4765.848
90,Z,H,0.2283,0.0054,0.0013,0.0005,0.0033,0.1642,0.1696,0.1198,0.0915,0.0837,0.0185,0.0474,0.0004,0.6359,0.9427,4816.831
91,H,Z,0.1447,0.0024,0.0014,0.0003,0.0020,0.0934,0.0354,0.1039,0.0485,0.0485,0.0008,0.0400,0.0001,0.3342,0.5270,4867.385
92,Z,H,0.1430,0.0022,0.0007,0.0002,0.0019,0.1152,0.1555,0.0656,0.0402,0.0718,0.0086,0.0379,0.0001,0.4552,0.6512,4918.061
93,H,Z,0.1304,0.0027,0.0007,0.0001,0.0014,0.0906,0.0343,0.0891,0.0471,0.0371,0.0172,0.0394,0.0001,0.3020,0.4952,4968.588
94,Z,H,0.1411,0.0021,0.0004,0.0001,0.0022,0.1105,0.1674,0.0645,0.0388,0.1088,0.0144,0.0442,0.0002,0.4960,0.7019,5019.318
95,H,Z,0.1270,0.0019,0.0008,0.0001,0.0017,0.0921,0.0328,0.0930,0.0505,0.0478,0.0004,0.0409,0.0000,0.3254,0.4993,5069.837
96,Z,H,0.1548,0.0030,0.0007,0.0003,0.0022,0.1220,0.0849,0.0735,0.0433,0.0976,0.0033,0.0691,0.0002,0.4292,0.6643,5120.540
97,H,Z,0.1286,0.0020,0.0005,0.0002,0.0019,0.0934,0.0350,0.0911,0.0494,0.0436,0.0165,0.0469,0.0002,0.3165,0.5143,5171.090
98,Z,H,0.2075,0.0042,0.0007,0.0003,0.0044,0.1562,0.2415,0.1198,0.0945,0.0996,0.0008,0.0351,0.0002,0.7193,0.9741,5222.097
99,H,Z,0.1310,0.0025,0.0007,0.0002,0.0015,0.0901,0.0325,0.0870,0.0460,0.0429,0.0005,0.0377,0.0001,0.3025,0.4780,5272.603
100,Z,H,0.1848,0.0025,0.0007,0.0002,0.0025,0.1225,0.1657,0.0715,0.0544,0.0903,0.0049,0.0413,0.0002,0.5105,0.7489,5323.390
101,H,Z,0.1324,0.0025,0.0010,0.0002,0.0014,0.1069,0.0332,0.0849,0.0544,0.0342,0.0064,0.0375,0.0002,0.3175,0.5003,5373.914
102,Z,H,0.1578,0.0030,0.0008,0.0001,0.0023,0.1145,0.0896,0.0794,0.0441,0.1133,0.0035,0.0473,0.0002,0.4469,0.6631,5424.609
103,H,Z,0.1336,0.0030,0.0006,0.0001,0.0021,0.0949,0.0381,0.1015,0.0514,0.0547,0.0168,0.0510,0.0002,0.3456,0.5546,5475.196
104,Z,H,0.1435,0.0023,0.0007,0.0002,0.0021,0.1154,0.1556,0.0598,0.0421,0.0889,0.0021,0.0416,0.0002,0.4674,0.6613,5525.884
105,H,Z,0.1348,0.0023,0.0007,0.0001,0.0015,0.0895,0.0341,0.0948,0.0422,0.0658,0.0016,0.0565,0.0002,0.3328,0.5318,5576.440
106,Z,H,0.1487,0.0025,0.0006,0.0002,0.0017,0.1191,0.0837,0.0685,0.0414,0.0736,0.0049,0.0460,0.0002,0.3937,0.5997,5627.075
107,H,Z,0.1607,0.0023,0.0005,0.0002,0.0019,0.1220,0.0414,0.1117,0.0639,0.0458,0.0008,0.0373,0.0002,0.3910,0.5962,5677.701
108,Z,H,0.1618,0.0028,0.0007,0.0003,0.0020,0.1203,0.1192,0.0793,0.0398,0.0872,0.0064,0.0427,0.0003,0.4522,0.6707,5728.403
109,H,Z,0.1323,0.0022,0.0006,0.0001,0.0014,0.0911,0.0357,0.0962,0.0436,0.0601,0.0008,0.0427,0.0002,0.3314,0.5127,5778.952
110,Z,H,0.1431,0.0026,0.0007,0.0001,0.0018,0.1096,0.0844,0.0733,0.0442,0.1108,0.0010,0.0471,0.0002,0.4286,0.6265,5829.606
111,H,Z,0.1284,0.0021,0.0005,0.0001,0.0016,0.0918,0.0350,0.0923,0.0440,0.0408,0.0064,0.0426,0.0002,0.3083,0.4913,5880.133
112,Z,H,0.1518,0.0031,0.0008,0.0002,0.0018,0.1070,0.0755,0.0695,0.0414,0.0993,0.0014,0.0588,0.0002,0.3997,0.6190,5930.798
113,H,Z,0.1644,0.0028,0.0009,0.0003,0.0019,0.1279,0.0430,0.1190,0.0560,0.0500,0.0009,0.0392,0.0002,0.4020,0.6138,5981.439
114,Z,H,0.1446,0.0025,0.0006,0.0001,0.0016,0.1139,0.1406,0.0652,0.0421,0.0737,0.0009,0.0385,0.0002,0.4415,0.6317,6032.106
115,H,Z,0.1324,0.0027,0.0007,0.0002,0.0015,0.0913,0.0351,0.0939,0.0428,0.0607,0.0005,0.0329,0.0001,0.3280,0.5001,6082.629
116,Z,H,0.1540,0.0027,0.0007,0.0003,0.0022,0.1123,0.1504,0.0635,0.0426,0.1040,0.0047,0.0630,0.0002,0.4800,0.7093,6133.375
117,H,Z,0.1314,0.0026,0.0006,0.0002,0.0016,0.0902,0.0338,0.0883,0.0493,0.0509,0.0080,0.0542,0.0002,0.3167,0.5165,6183.927
118,Z,H,0.1446,0.0026,0.0006,0.0002,0.0021,0.1056,0.0841,0.0622,0.0427,0.0740,0.0005,0.0404,0.0001,0.3731,0.5652,6234.520
119,H,Z,0.1316,0.0023,0.0006,0.0002,0.0015,0.0888,0.0380,0.0919,0.0496,0.0485,0.0008,0.0406,0.0002,0.3224,0.5014,6285.049
120,Z,H,0.1546,0.0024,0.0006,0.0001,0.0016,0.1066,0.1516,0.0645,0.0406,0.0985,0.0082,0.0387,0.0001,0.4668,0.6743,6335.760
121,H,Z,0.1329,0.0026,0.0006,0.0001,0.0014,0.0958,0.0368,0.0887,0.0427,0.0483,0.0008,0.0433,0.0001,0.3173,0.5005,6386.298
122,Z,H,0.1436,0.0020,0.0006,0.0002,0.0018,0.1104,0.0743,0.0620,0.0422,0.1098,0.0006,0.0381,0.0001,0.4030,0.5912,6436.920
123,H,Z,0.1290,0.0022,0.0005,0.0002,0.0014,0.0918,0.0329,0.0892,0.0464,0.0463,0.0008,0.0372,0.0002,0.3117,0.4843,6487.435
124,Z,H,0.1427,0.0024,0.0006,0.0001,0.0019,0.1041,0.2689,0.0558,0.0428,0.0910,0.0008,0.0388,0.0002,0.5691,0.7578,6538.223
125,H,Z,0.1358,0.0026,0.0008,0.0002,0.0018,0.0914,0.0379,0.1048,0.0500,0.0464,0.0041,0.0407,0.0001,0.3348,0.5221,6588.784
126,Z,H,0.2145,0.0039,0.0009,0.0003,0.0030,0.1613,0.1276,0.1011,0.0965,0.0927,0.0050,0.0334,0.0002,0.5861,0.8487,6639.664
127,H,Z,0.1344,0.0023,0.0008,0.0001,0.0014,0.0897,0.0321,0.0927,0.0421,0.0484,0.0063,0.0333,0.0001,0.3094,0.4895,6690.181
128,Z,H,0.1558,0.0027,0.0007,0.0005,0.0020,0.1108,0.1533,0.0745,0.0395,0.1119,0.0190,0.0589,0.0002,0.4966,0.7379,6740.959
129,H,Z,0.1550,0.0022,0.0007,0.0003,0.0020,0.1343,0.0357,0.1061,0.0478,0.0449,0.0017,0.0724,0.0002,0.3762,0.6120,6791.609
130,Z,H,0.1566,0.0025,0.0008,0.0002,0.0025,0.1152,0.0863,0.0673,0.0447,0.1089,0.0008,0.0441,0.0003,0.4281,0.6371,6842.293
131,H,Z,0.1208,0.0021,0.0005,0.0001,0.0013,0.0944,0.0347,0.0937,0.0444,0.0381,0.0062,0.0380,0.0002,0.3095,0.4797,6892.796
132,Z,H,0.2139,0.0040,0.0009,0.0003,0.0031,0.1607,0.2282,0.1081,0.0911,0.0830,0.0010,0.0404,0.0002,0.6788,0.9443,6943.774
133,H,Z,0.1372,0.0021,0.0007,0.0003,0.0016,0.0969,0.0392,0.1039,0.0482,0.0477,0.0163,0.0420,0.0002,0.3412,0.5429,6994.351
134,Z,H,0.1496,0.0029,0.0008,0.0002,0.0014,0.1218,0.0874,0.0713,0.0419,0.0919,0.0220,0.0571,0.0002,0.4215,0.6571,7045.086
135,H,Z,0.1397,0.0029,0.0007,0.0003,0.0015,0.0915,0.0382,0.1006,0.0458,0.0515,0.0180,0.0671,0.0004,0.3336,0.5656,7095.688
136,Z,H,0.1611,0.0036,0.0010,0.0002,0.0023,0.1214,0.1583,0.0756,0.0460,0.0999,0.0005,0.0511,0.0001,0.5066,0.7274,7146.445
137,H,Z,0.1202,0.0013,0.0004,0.0001,0.0012,0.0904,0.0346,0.0850,0.0471,0.0572,0.0008,0.0327,0.0003,0.3192,0.4771,7196.947
138,Z,H,0.1436,0.0024,0.0009,0.0001,0.0018,0.1031,0.1325,0.0685,0.0412,0.0773,0.0006,0.0365,0.0002,0.4278,0.6151,7247.588
139,H,Z,0.1264,0.0020,0.0008,0.0001,0.0013,0.1010,0.0324,0.0911,0.0459,0.0347,0.0007,0.0371,0.0002,0.3093,0.4791,7298.095
140,Z,H,0.1416,0.0021,0.0006,0.0001,0.0018,0.1034,0.1504,0.0755,0.0426,0.0796,0.0008,0.0451,0.0002,0.4572,0.6510,7348.775
141,H,Z,0.1679,0.0021,0.0007,0.0003,0.0014,0.1031,0.0321,0.0905,0.0424,0.0453,0.0008,0.0307,0.0002,0.3179,0.5232,7399.338
142,Z,H,0.1472,0.0022,0.0005,0.0002,0.0018,0.1052,0.1191,0.0721,0.0470,0.0935,0.0026,0.0366,0.0002,0.4421,0.6343,7450.002
143,H,Z,0.1236,0.0021,0.0008,0.0002,0.0013,0.0895,0.0329,0.0894,0.0430,0.0486,0.0006,0.0383,0.0001,0.3076,0.4756,7500.502
144,Z,H,0.2170,0.0039,0.0008,0.0003,0.0028,0.1694,0.1293,0.1045,0.0941,0.0753,0.0072,0.0391,0.0002,0.5798,0.8527,7551.387
145,H,Z,0.1824,0.0024,0.0008,0.0002,0.0025,0.1401,0.0485,0.1228,0.0594,0.0430,0.0067,0.0379,0.0002,0.4191,0.6535,7602.080
146,Z,H,0.1433,0.0024,0.0007,0.0002,0.0021,0.1178,0.1354,0.0641,0.0417,0.0725,0.0007,0.0423,0.0002,0.4370,0.6303,7652.767
147,H,Z,0.1272,0.0026,0.0005,0.0002,0.0014,0.0936,0.0366,0.0909,0.0475,0.0415,0.0007,0.0326,0.0001,0.3146,0.4810,7703.280
148,Z,H,0.1411,0.0019,0.0006,0.0001,0.0018,0.1080,0.1475,0.0631,0.0486,0.0960,0.0007,0.0377,0.0002,0.4686,0.6540,7753.962
149,H,Z,0.1235,0.0016,0.0004,0.0002,0.0011,0.0916,0.0303,0.0839,0.0412,0.0441,0.0008,0.0357,0.0002,0.2955,0.4602,7804.455
150,Z,H,0.2107,0.0035,0.0007,0.0002,0.0029,0.1811,0.1578,0.0994,0.0996,0.0926,0.0007,0.0371,0.0002,0.6376,0.8953,7855.381
151,H,Z,0.1527,0.0034,0.0010,0.0002,0.0017,0.0956,0.0411,0.1210,0.0517,0.0466,0.0257,0.0530,0.0002,0.3628,0.6024,7906.021
152,Z,H,0.1416,0.0023,0.0008,0.0001,0.0018,0.1083,0.0856,0.0669,0.0410,0.0735,0.0190,0.0404,0.0001,0.3800,0.5874,7956.633
153,H,Z,0.1223,0.0022,0.0004,0.0001,0.0015,0.0945,0.0334,0.0876,0.0475,0.0445,0.0009,0.0414,0.0002,0.3123,0.4822,8007.142
154,Z,H,0.1853,0.0023,0.0007,0.0002,0.0022,0.1372,0.1165,0.0679,0.0423,0.0907,0.0004,0.0423,0.0001,0.4592,0.6942,8057.864
155,H,Z,0.1430,0.0024,0.0007,0.0002,0.0017,0.0981,0.0417,0.1076,0.0456,0.0458,0.0008,0.0436,0.0002,0.3445,0.5383,8108.436
