swap_idx,from,to,read_toml,disconnect,retune_radio,park_selectors,load_plugins,build_read_toml,build_create_blocks,build_connect,build_bridge_ports,start_runtime,reconnect,terminate_spawn,unpark_selectors,build_and_start,total,t_ms
84,Z,H,0.1228,0.0019,0.0007,0.0003,0.0020,0.0853,0.2393,0.1554,0.0278,0.0976,0.0102,0.0318,0.0000,0.6098,0.7807,4508.203
85,H,Z,0.0872,0.0021,0.0007,0.0002,0.0012,0.0517,0.0253,0.0646,0.0225,0.0390,0.0145,0.0396,0.0001,0.2068,0.3536,4558.581
86,Z,H,0.1573,0.0021,0.0007,0.0004,0.0024,0.1094,0.3494,0.2059,0.0319,0.0805,0.0005,0.0302,0.0002,0.7828,0.9781,4609.583
87,H,Z,0.1266,0.0020,0.0010,0.0006,0.0013,0.0708,0.0298,0.0856,0.0297,0.0395,0.0325,0.0305,0.0001,0.2580,0.4558,4660.059
88,Z,H,0.1345,0.0019,0.0005,0.0003,0.0015,0.0933,0.2385,0.1564,0.0218,0.0943,0.0005,0.0276,0.0001,0.6089,0.7765,4710.854
89,H,Z,0.1035,0.0020,0.0005,0.0004,0.0012,0.0555,0.0253,0.0702,0.0229,0.0377,0.0004,0.0286,0.0001,0.2146,0.3522,4761.233
90,Z,H,0.1175,0.0015,0.0005,0.0002,0.0016,0.0807,0.2721,0.1665,0.0337,0.0786,0.0008,0.0401,0.0001,0.6383,0.8015,4812.098
91,H,Z,0.1145,0.0025,0.0006,0.0004,0.0019,0.0721,0.0321,0.1087,0.0436,0.0472,0.0096,0.0397,0.0002,0.3077,0.4782,4862.600
92,Z,H,0.1625,0.0018,0.0007,0.0002,0.0018,0.0850,0.2165,0.1941,0.0287,0.0690,0.0005,0.0331,0.0001,0.5976,0.7995,4913.423
93,H,Z,0.0831,0.0020,0.0005,0.0002,0.0012,0.0522,0.0247,0.0662,0.0222,0.0467,0.0102,0.0363,0.0001,0.2152,0.3498,4963.797
94,Z,H,0.1322,0.0022,0.0006,0.0004,0.0021,0.0986,0.2318,0.1679,0.0240,0.0649,0.0008,0.0470,0.0001,0.5930,0.7796,5014.603
