idx,t_rel_s,delta_ms,len,version,payload_prefix
285,15.823213056,10.175589,30,v6,88000000ffffffffffffa8dd9f4dc5b5
286,15.833390666,10.177610,30,v6,88000000ffffffffffffa8dd9f4dc5b5
287,15.844699546,11.308880,30,v6,88000000ffffffffffffa8dd9f4dc5b5
288,15.855934031,11.234485,30,v6,88000000ffffffffffffa8dd9f4dc5b5
289,15.865632375,9.698344,30,v6,88000000ffffffffffffa8dd9f4dc5b5
290,15.875844367,10.211992,30,v6,88000000ffffffffffffa8dd9f4dc5b5
291,15.887066653,11.222286,30,v6,88000000ffffffffffffa8dd9f4dc5b5
292,15.898225358,11.158705,30,v6,88000000ffffffffffffa8dd9f4dc5b5
293,15.908260535,10.035177,30,v6,88000000ffffffffffffa8dd9f4dc5b5
294,15.919694384,11.433849,30,v6,88000000ffffffffffffa8dd9f4dc5b5
295,15.930852800,11.158416,30,v6,88000000ffffffffffffa8dd9f4dc5b5
296,15.941036814,10.184014,30,v6,88000000ffffffffffffa8dd9f4dc5b5
297,15.952205083,11.168269,30,v6,88000000ffffffffffffa8dd9f4dc5b5
298,15.962340095,10.135012,30,v6,88000000ffffffffffffa8dd9f4dc5b5
299,15.973406793,11.066698,30,v6,88000000ffffffffffffa8dd9f4dc5b5
300,15.983682090,10.275297,30,v6,88000000ffffffffffffa8dd9f4dc5b5
301,15.994826495,11.144405,30,v6,88000000ffffffffffffa8dd9f4dc5b5
302,16.004901450,10.074955,30,v6,88000000ffffffffffffa8dd9f4dc5b5
303,16.016069184,11.167734,30,v6,88000000ffffffffffffa8dd9f4dc5b5
304,16.026299714,10.230530,30,v6,88000000ffffffffffffa8dd9f4dc5b5
305,16.038597684,12.297970,30,v6,88000000ffffffffffffa8dd9f4dc5b5
306,16.048751058,10.153374,30,v6,88000000ffffffffffffa8dd9f4dc5b5
307,16.059659829,10.908771,30,v6,88000000ffffffffffffa8dd9f4dc5b5
308,16.069981498,10.321669,30,v6,88000000ffffffffffffa8dd9f4dc5b5
309,16.081157189,11.175691,30,v6,88000000ffffffffffffa8dd9f4dc5b5
310,16.091367522,10.210333,30,v6,88000000ffffffffffffa8dd9f4dc5b5
311,16.101597132,10.229610,30,v6,88000000ffffffffffffa8dd9f4dc5b5
312,16.112684717,11.087585,30,v6,88000000ffffffffffffa8dd9f4dc5b5
313,16.122762659,10.077942,30,v6,88000000ffffffffffffa8dd9f4dc5b5
314,16.133995795,11.233136,30,v6,88000000ffffffffffffa8dd9f4dc5b5
315,16.146150292,12.154497,30,v6,88000000ffffffffffffa8dd9f4dc5b5
316,16.156651353,10.501061,30,v6,88000000ffffffffffffa8dd9f4dc5b5
317,16.166524988,9.873635,30,v6,88000000ffffffffffffa8dd9f4dc5b5
318,16.177686266,11.161278,30,v6,88000000ffffffffffffa8dd9f4dc5b5
319,16.188819189,11.132923,30,v6,88000000ffffffffffffa8dd9f4dc5b5
320,16.199114333,10.295144,30,v6,88000000ffffffffffffa8dd9f4dc5b5
321,16.210311006,11.196673,30,v6,88000000ffffffffffffa8dd9f4dc5b5
322,16.220577786,10.266780,30,v6,88000000ffffffffffffa8dd9f4dc5b5
323,16.231593584,11.015798,30,v6,88000000ffffffffffffa8dd9f4dc5b5
324,16.241771181,10.177597,30,v6,88000000ffffffffffffa8dd9f4dc5b5
325,16.251772210,10.001029,30,v6,88000000ffffffffffffa8dd9f4dc5b5
326,16.263082645,11.310435,30,v6,88000000ffffffffffffa8dd9f4dc5b5
327,16.276297600,13.214955,30,v6,88000000ffffffffffffa8dd9f4dc5b5
328,16.286546368,10.248768,30,v6,88000000ffffffffffffa8dd9f4dc5b5
329,16.297757165,11.210797,30,v6,88000000ffffffffffffa8dd9f4dc5b5
330,16.307752290,9.995125,30,v6,88000000ffffffffffffa8dd9f4dc5b5
331,16.318020487,10.268197,30,v6,88000000ffffffffffffa8dd9f4dc5b5
332,16.329076029,11.055542,30,v6,88000000ffffffffffffa8dd9f4dc5b5
333,16.340222229,11.146200,30,v6,88000000ffffffffffffa8dd9f4dc5b5
334,16.350357098,10.134869,30,v6,88000000ffffffffffffa8dd9f4dc5b5
335,16.361507841,11.150743,30,v6,88000000ffffffffffffa8dd9f4dc5b5
336,16.371932511,10.424670,30,v6,88000000ffffffffffffa8dd9f4dc5b5
337,16.383921640,11.989129,30,v6,88000000ffffffffffffa8dd9f4dc5b5
338,16.394063970,10.142330,30,v6,88000000ffffffffffffa8dd9f4dc5b5
